,Category,DayGrid,M+,M-,M-D,MD,MH,MN,PriceGrid,QtyGrid,QtyPriceFunction,SubsFactor,TimeFunction,Unnamed: 0
3514,687,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4152,687,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4790,687,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5428,687,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6066,687,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6704,687,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7342,687,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7980,687,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8618,687,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9256,687,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9894,687,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
325,690,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
963,690,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1601,690,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2239,690,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2877,690,30,7.4903017241,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3515,690,NotUseDaysFactor,7.4903017241,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4153,690,30,7.4903017241,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4791,690,NotUseDaysFactor,7.4903017241,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5429,690,30,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6067,690,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6705,690,30,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7343,690,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7981,690,30,74.9030172414,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8619,690,NotUseDaysFactor,74.9030172414,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9257,690,30,74.9030172414,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9895,690,NotUseDaysFactor,74.9030172414,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
326,693,30,0.6875,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
964,693,NotUseDaysFactor,0.6875,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1602,693,30,0.7321428571,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2240,693,NotUseDaysFactor,0.7321428571,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2878,693,30,3.0989583333,0,0,0.5,2,4,1,0,nonlinear,1.1,sigmoid,4
3516,693,NotUseDaysFactor,3.0989583333,0,0,0.5,2,4,1,0,nonlinear,1.1,sigmoid,4
4154,693,30,3.5416666667,0,0,0.5,2,4,1,0,nonlinear,2,sigmoid,4
4792,693,NotUseDaysFactor,3.5416666667,0,0,0.5,2,4,1,0,nonlinear,2,sigmoid,4
5430,693,30,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6068,693,NotUseDaysFactor,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6706,693,30,4.425,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7344,693,NotUseDaysFactor,4.425,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7982,693,30,16.8861239344,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8620,693,NotUseDaysFactor,16.8861239344,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9258,693,30,18.2066361578,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9896,693,NotUseDaysFactor,18.2066361578,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
327,705,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
965,705,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1603,705,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2241,705,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2879,705,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3517,705,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4155,705,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4793,705,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5431,705,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6069,705,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6707,705,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7345,705,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7983,705,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8621,705,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9259,705,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9897,705,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
328,723,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
966,723,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1604,723,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2242,723,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2880,723,30,6.6666666667,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3518,723,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4156,723,30,6.6666666667,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4794,723,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5432,723,30,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6070,723,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6708,723,30,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7346,723,NotUseDaysFactor,6.6666666667,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7984,723,30,66.6666666667,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8622,723,NotUseDaysFactor,66.6666666667,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9260,723,30,66.6666666667,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9898,723,NotUseDaysFactor,66.6666666667,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
329,732,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
967,732,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1605,732,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2243,732,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2881,732,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3519,732,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4157,732,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4795,732,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5433,732,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6071,732,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6709,732,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7347,732,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7985,732,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8623,732,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9261,732,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9899,732,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
330,735,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
968,735,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1606,735,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2244,735,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2882,735,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3520,735,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4158,735,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4796,735,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5434,735,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6072,735,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6710,735,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7348,735,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7986,735,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8624,735,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9262,735,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9900,735,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
331,738,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
969,738,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1607,738,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2245,738,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2883,738,30,7.5,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3521,738,NotUseDaysFactor,7.5,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4159,738,30,7.5,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4797,738,NotUseDaysFactor,7.5,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5435,738,30,4.96875,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6073,738,NotUseDaysFactor,4.96875,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6711,738,30,4.96875,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7349,738,NotUseDaysFactor,4.96875,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7987,738,30,49.6875,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8625,738,NotUseDaysFactor,49.6875,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9263,738,30,49.6875,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9901,738,NotUseDaysFactor,49.6875,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
332,741,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
970,741,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1608,741,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2246,741,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2884,741,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3522,741,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4160,741,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4798,741,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5436,741,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6074,741,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6712,741,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7350,741,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7988,741,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8626,741,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9264,741,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9902,741,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
333,744,30,0.5043103448,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
971,744,NotUseDaysFactor,0.5043103448,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1609,744,30,0.5043103448,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2247,744,NotUseDaysFactor,0.5043103448,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2885,744,30,5.0431034483,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3523,744,NotUseDaysFactor,5.0431034483,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4161,744,30,5.0431034483,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4799,744,NotUseDaysFactor,5.0431034483,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5437,744,30,5.0431034483,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6075,744,NotUseDaysFactor,5.0431034483,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6713,744,30,5.0431034483,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7351,744,NotUseDaysFactor,5.0431034483,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7989,744,30,50.4310344828,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8627,744,NotUseDaysFactor,50.4310344828,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9265,744,30,50.4310344828,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9903,744,NotUseDaysFactor,50.4310344828,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
334,747,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
972,747,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1610,747,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2248,747,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2886,747,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3524,747,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4162,747,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4800,747,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5438,747,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6076,747,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6714,747,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7352,747,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7990,747,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8628,747,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9266,747,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9904,747,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
335,806,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
973,806,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1611,806,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2249,806,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2887,806,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3525,806,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4163,806,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4801,806,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5439,806,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6077,806,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6715,806,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7353,806,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7991,806,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8629,806,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9267,806,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9905,806,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
336,824,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
974,824,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1612,824,30,0.875,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2250,824,NotUseDaysFactor,0.875,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2888,824,30,4.4569111186,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3526,824,NotUseDaysFactor,4.4569111186,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4164,824,30,6.2934860415,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4802,824,NotUseDaysFactor,6.2934860415,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5440,824,30,2.8580069959,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6078,824,NotUseDaysFactor,2.8580069959,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6716,824,30,3.1769725131,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7354,824,NotUseDaysFactor,3.1769725131,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7992,824,30,13.131380621,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8630,824,NotUseDaysFactor,13.131380621,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9268,824,30,15.4745969019,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9906,824,NotUseDaysFactor,15.4745969019,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
337,827,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
975,827,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1613,827,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2251,827,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2889,827,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3527,827,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4165,827,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4803,827,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5441,827,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6079,827,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6717,827,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7355,827,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7993,827,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8631,827,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9269,827,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9907,827,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
338,848,30,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
976,848,NotUseDaysFactor,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1614,848,30,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2252,848,NotUseDaysFactor,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2890,848,30,5.6969581676,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3528,848,NotUseDaysFactor,5.6969581676,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4166,848,30,5.6969581676,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4804,848,NotUseDaysFactor,5.6969581676,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5442,848,30,4.5856798069,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6080,848,NotUseDaysFactor,4.5856798069,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6718,848,30,4.5856798069,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7356,848,NotUseDaysFactor,4.5856798069,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7994,848,30,25.1760883424,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8632,848,NotUseDaysFactor,25.1760883424,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9270,848,30,25.1760883424,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9908,848,NotUseDaysFactor,25.1760883424,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
339,851,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
977,851,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1615,851,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2253,851,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2891,851,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3529,851,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4167,851,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4805,851,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5443,851,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6081,851,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6719,851,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7357,851,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7995,851,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8633,851,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9271,851,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9909,851,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
340,857,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
978,857,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1616,857,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2254,857,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2892,857,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3530,857,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4168,857,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4806,857,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5444,857,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6082,857,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6720,857,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7358,857,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7996,857,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8634,857,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9272,857,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9910,857,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
341,860,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
979,860,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1617,860,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2255,860,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2893,860,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3531,860,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4169,860,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4807,860,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5445,860,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6083,860,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6721,860,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7359,860,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7997,860,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8635,860,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9273,860,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9911,860,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
342,863,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
980,863,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1618,863,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2256,863,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2894,863,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3532,863,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4170,863,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
