,Category,M+,M-,M-D,MD,MH,MN,TimeFunction,QtyGrid,PriceGrid,QtyPriceFunction,DayGrid,SubsFactor
10,15,6.1326883818,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,1.1
11,15,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,1.1
12,15,15.8745566303,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,1.1
13,15,6.1326883818,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,1.1
14,15,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,1.1
15,15,15.8745566303,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,1.1
16,15,6.1326883818,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,1.1
17,15,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,1.1
18,15,15.8745566303,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,1.1
19,15,6.1326883818,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,1.1
20,15,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,1.1
21,15,15.8745566303,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,1.1
22,15,6.1326883818,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,1.1
23,15,0,0,0,1.5,5,6,sigmoid,True,True,nonlinear,30,1.1
0,16,0,0,0,0.2,2,2,sigmoid,True,True,nonlinear,30,1.1
1,16,0,0,0,0.2,2,4,sigmoid,True,True,nonlinear,30,1.1
2,16,0,0,0,0.2,2,6,sigmoid,True,True,nonlinear,30,1.1
3,16,0,0,0,0.5,2,2,sigmoid,True,True,nonlinear,30,1.1
4,16,0,0,0,0.5,2,4,sigmoid,True,True,nonlinear,30,1.1
5,16,0,0,0,0.5,2,6,sigmoid,True,True,nonlinear,30,1.1
6,16,0,0,0,0.8,2,2,sigmoid,True,True,nonlinear,30,1.1
7,16,0,0,0,0.8,2,4,sigmoid,True,True,nonlinear,30,1.1
8,16,0,0,0,0.8,2,6,sigmoid,True,True,nonlinear,30,1.1
9,16,0,0,0,1.5,2,2,sigmoid,True,True,nonlinear,30,1.1
10,16,0,0,0,1.5,2,4,sigmoid,True,True,nonlinear,30,1.1
11,16,0,0,0,1.5,2,6,sigmoid,True,True,nonlinear,30,1.1
12,16,0,0,0,0.2,5,2,sigmoid,True,True,nonlinear,30,1.1
13,16,0,0,0,0.2,5,4,sigmoid,True,True,nonlinear,30,1.1
14,16,0,0,0,0.2,5,6,sigmoid,True,True,nonlinear,30,1.1
15,16,0,0,0,0.5,5,2,sigmoid,True,True,nonlinear,30,1.1
16,16,0,0,0,0.5,5,4,sigmoid,True,True,nonlinear,30,1.1
17,16,0,0,0,0.5,5,6,sigmoid,True,True,nonlinear,30,1.1
18,16,0,0,0,0.8,5,2,sigmoid,True,True,nonlinear,30,1.1
19,16,0,0,0,0.8,5,4,sigmoid,True,True,nonlinear,30,1.1
20,16,0,0,0,0.8,5,6,sigmoid,True,True,nonlinear,30,1.1
21,16,0,0,0,1.5,5,2,sigmoid,True,True,nonlinear,30,1.1
22,16,0,0,0,1.5,5,4,sigmoid,True,True,nonlinear,30,1.1
